link,account,brand,business_unit,date_post,talent_type,is_our_brand,views,engagements,channels,creator type,Visuals__Total Video Duration (Seconds),Visuals__Visual Aesthetic/Style,Visuals__Primary Color Palette,Visuals__Lighting Style,Talent__Main Talent Type,Talent__Number of Key Talent,Talent__Apparent Demographics (Primary),Messaging__Core Message/Overall Takeaway,Messaging__Message Originality/Uniqueness,Messaging__Primary Emotional Appeal,Messaging__Key Product/Service Benefit Highlighted,Messaging__Call to Action (CTA) Type,Meaningful & Different__Social or Cultural Impact Potential,Meaningful & Different__Emotional Depth,Meaningful & Different__Authenticity & Relatability,Hook__Analyzed Duration (Seconds),Hook__Primary Message/Question,Hook__Visual Strategy,Hook__Audio Strategy,Hook__On-Screen Text Presence,Hook__Emotional Tone Evoked,Hook__Pacing/Editing (First 3-5s),Hook__Uniqueness & Effectiveness (Overall)
https://tiktok.com/v520,wipol_official,Wipol,Home Care,2024-01-19,Mega,True,452964,13821,instagram,brand say,27,Minimalist,High contrast,Bright/Overhead,None,0,N/A,Experience the power of unbeatable price with our latest innovation.,Highly Original/Unexpected,Trust,Unbeatable price,Learn more,High - likely to provoke discussion/change - Challenges gender norms,Surface-level/Fleeting,Deliberately Stylized Realism,3,Showcases a desired outcome,Problem Setup Scene,Upbeat Jingle,No,Empathy,Slow/Deliberate,Highly Unique & Effective
https://tiktok.com/v521,vanish_official,Vanish,Home Care,2024-06-05,Mikro,False,2636237,99137,instagram,other say,52,Vibrant,"Cool tones (blues, greens)",Theatrical spotlights,Professional Actor,2,Mixed,Experience the power of eco-friendly production with our latest innovation.,Highly Original/Unexpected,Excitement,Eco-friendly production,Learn more,High - likely to provoke discussion/change - Promotes inclusivity,Surface-level/Fleeting,Perceived as Real,3,Poses a direct question,Aspirational Lifestyle Scene,Direct Voiceover Question,Yes - 'Limited Offer',Confusion,Gradual Reveal,Somewhat Effective/Predictable
https://tiktok.com/v522,pond's_official,Pond's,Beauty and Wellbeing,2024-05-09,Mega,True,188858,9020,instagram,brand say,22,Gritty,Muted Vintage,Soft/Diffused,Animal,1,N/A,Experience the power of healthier lifestyle with our latest innovation.,Clichéd/Uninspired,Security,Healthier lifestyle,General brand awareness,High - likely to provoke discussion/change - Challenges gender norms,Profound & Evocative,Clearly Staged/Aspirational,3,Poses a direct question,Direct Product Close-up,Abrupt Music Start,No,Anticipation,Static Shot,Somewhat Effective/Predictable
https://tiktok.com/v523,vaseline_official,Vaseline,Beauty and Wellbeing,2024-04-27,Mega,True,232255,11178,instagram,other say,42,Vibrant,"Warm tones (reds, oranges)",Colored gels,Employee,1,Diverse family unit,Experience the power of healthier lifestyle with our latest innovation.,Standard/Expected,Excitement,Healthier lifestyle,Visit store,High - likely to provoke discussion/change - Focuses on sustainability,Surface-level/Fleeting,Perceived as Real,4,Introduces a relatable problem,Facial Close-up of Talent,Abrupt Music Start,No,Urgency,Fast-paced/Rapid Cuts,Confusing/Ineffective
https://tiktok.com/v524,dove_official,Dove,Beauty and Wellbeing,2024-06-20,Makro,True,5432143,136237,instagram,brand say,23,Futuristic,"Warm tones (reds, oranges)",Theatrical spotlights,Real Customer/User,2,Young adult female,Experience the power of healthier lifestyle with our latest innovation.,Clichéd/Uninspired,Joy,Healthier lifestyle,Learn more,Moderate - raises awareness - Challenges gender norms,Surface-level/Fleeting,Fictional/Fantastical,3,Showcases a desired outcome,Problem Setup Scene,Direct Voiceover Question,No,Calmness,Static Shot,Highly Unique & Effective
https://tiktok.com/v525,mama_lemon_official,Mama Lemon,Home Care,2024-05-28,Makro,False,313880,12970,instagram,other say,34,Minimalist,Monochromatic,Dramatic/High contrast,Animal,3,N/A,Experience the power of healthier lifestyle with our latest innovation.,Highly Original/Unexpected,Aspiration,Healthier lifestyle,Learn more,Moderate - raises awareness - Promotes inclusivity,Profound & Evocative,Perceived as Real,5,Showcases a desired outcome,Facial Close-up of Talent,Abrupt Music Start,No,Anticipation,Slow/Deliberate,Effective but Standard
https://tiktok.com/v526,pantene_official,Pantene,Beauty and Wellbeing,2024-05-12,Mikro,False,537557,5760,instagram,brand say,30,Surreal,Bright and saturated,Natural daylight,Employee,5+,Elderly couple,Experience the power of premium quality with our latest innovation.,Clichéd/Uninspired,Nostalgia,Premium quality,Learn more,High - likely to provoke discussion/change - Focuses on sustainability,Surface-level/Fleeting,Clearly Staged/Aspirational,3,Displays a startling fact,Facial Close-up of Talent,Direct Voiceover Question,Yes - 'How to?',Urgency,Gradual Reveal,Somewhat Effective/Predictable
https://tiktok.com/v527,super_pell_official,Super Pell,Home Care,2024-02-11,Mega,True,572600,23413,instagram,other say,36,Vibrant,Neon Glow,Colored gels,Influencer/KOL,5+,Young adult female,Experience the power of instant results with our latest innovation.,Clichéd/Uninspired,Aspiration,Instant results,Visit store,Low - incidental - Promotes inclusivity,Purely Functional/None,Clearly Staged/Aspirational,5,Presents an intriguing visual,Aspirational Lifestyle Scene,Sudden Silence followed by sound,Yes - 'How to?',Calmness,Fast-paced/Rapid Cuts,Highly Unique & Effective
https://tiktok.com/v528,sunlight_official,Sunlight,Home Care,2024-03-20,Mega,True,618517,27911,instagram,brand say,43,Surreal,Earthy neutrals,Low-key,Professional Actor,5+,Diverse family unit,Experience the power of premium quality with our latest innovation.,Standard/Expected,Fear of Missing Out,Premium quality,General brand awareness,Low - incidental - Focuses on sustainability,Profound & Evocative,Deliberately Stylized Realism,5,Showcases a desired outcome,Text-heavy Introduction,Whispered confession,No,Empathy,Gradual Reveal,Highly Unique & Effective
https://tiktok.com/v529,super_pell_official,Super Pell,Home Care,2024-05-23,Makro,True,161251,4722,instagram,other say,54,Retro-futuristic,Earthy neutrals,Soft/Diffused,Brand Founder/CEO,5+,Corporate professional,Experience the power of enhanced connectivity with our latest innovation.,Clichéd/Uninspired,Nostalgia,Enhanced connectivity,Visit store,Low - incidental - Promotes inclusivity,Moderate & Engaging,Fictional/Fantastical,4,Displays a startling fact,Shocking/Unexpected Event,Abrupt Music Start,Yes - 'The Secret',Calmness,Gradual Reveal,Somewhat Effective/Predictable
https://tiktok.com/v530,wardah_official,Wardah,Beauty and Wellbeing,2024-07-14,Mikro,False,209596,7993,instagram,brand say,16,Surreal,Neon Glow,Theatrical spotlights,Mixed,5+,Middle-aged professional male,Experience the power of unbeatable price with our latest innovation.,Highly Original/Unexpected,Empowerment,Unbeatable price,Sign up,None,Purely Functional/None,Perceived as Real,5,Poses a direct question,Aspirational Lifestyle Scene,Abrupt Music Start,Yes - 'Limited Offer',Anticipation,Slow/Deliberate,Highly Unique & Effective
https://tiktok.com/v531,lux_official,Lux,Beauty and Wellbeing,2024-05-11,Mega,True,596323,9728,instagram,other say,15,Documentary-style,Muted Vintage,Expressive shadows,Mixed,1,Corporate professional,Experience the power of premium quality with our latest innovation.,Standard/Expected,Excitement,Premium quality,General brand awareness,High - likely to provoke discussion/change - Focuses on sustainability,Moderate & Engaging,Fictional/Fantastical,5,Displays a startling fact,Facial Close-up of Talent,Abrupt Music Start,Yes - 'Wait...',Curiosity,Gradual Reveal,Effective but Standard
https://tiktok.com/v532,super_pell_official,Super Pell,Home Care,2024-02-13,Makro,True,1063110,43585,instagram,brand say,32,Cartoonish,Pastels,Soft/Diffused,None,0,N/A,Experience the power of long-lasting moisture with our latest innovation.,Clichéd/Uninspired,Nostalgia,Long-lasting moisture,Purchase now,None,Moderate & Engaging,Deliberately Stylized Realism,4,Displays a startling fact,Shocking/Unexpected Event,Upbeat Jingle,No,Anticipation,Static Shot,Confusing/Ineffective
https://tiktok.com/v533,vanish_official,Vanish,Home Care,2024-06-07,Mega,False,858425,32436,instagram,brand say,26,Gritty,Bright and saturated,Expressive shadows,Brand Founder/CEO,3,Children,Experience the power of enhanced connectivity with our latest innovation.,Highly Original/Unexpected,Empowerment,Enhanced connectivity,General brand awareness,Moderate - raises awareness - Promotes inclusivity,Moderate & Engaging,Fictional/Fantastical,5,Displays a startling fact,Aspirational Lifestyle Scene,Intriguing Sound Effects,Yes - 'Stop!',Urgency,Static Shot,Confusing/Ineffective
https://tiktok.com/v534,vaseline_official,Vaseline,Beauty and Wellbeing,2024-04-25,Makro,True,892431,41139,instagram,brand say,43,Retro-futuristic,Neon Glow,Colored gels,Narrator Only (unseen),0,N/A,Experience the power of healthier lifestyle with our latest innovation.,Standard/Expected,Joy,Healthier lifestyle,Visit store,High - likely to provoke discussion/change - Focuses on sustainability,Purely Functional/None,Perceived as Real,3,Poses a direct question,Shocking/Unexpected Event,Direct Voiceover Question,No,Urgency,Slow/Deliberate,Confusing/Ineffective
https://tiktok.com/v535,rinso_official,Rinso,Home Care,2024-05-28,Mikro,True,532608,22593,instagram,other say,27,Gritty,"Warm tones (reds, oranges)",Expressive shadows,Professional Actor,5+,Young adult female,Experience the power of long-lasting moisture with our latest innovation.,Clichéd/Uninspired,Fear of Missing Out,Long-lasting moisture,Sign up,Moderate - raises awareness - Challenges gender norms,Profound & Evocative,Clearly Staged/Aspirational,5,Showcases a desired outcome,Intriguing/Abstract Visual,Sudden Silence followed by sound,Yes - 'How to?',Anticipation,Gradual Reveal,Effective but Standard
https://tiktok.com/v536,dove_official,Dove,Beauty and Wellbeing,2024-01-15,Mikro,True,465664,16297,instagram,other say,28,Retro-futuristic,High contrast,Bright/Overhead,None,0,N/A,Experience the power of instant results with our latest innovation.,Standard/Expected,Empathy,Instant results,General brand awareness,Low - incidental - Challenges gender norms,Purely Functional/None,Clearly Staged/Aspirational,4,Presents an intriguing visual,Shocking/Unexpected Event,Upbeat Jingle,Yes - 'Wait...',Confusion,Static Shot,Somewhat Effective/Predictable
https://tiktok.com/v537,lux_official,Lux,Beauty and Wellbeing,2024-03-26,Nano,True,64870,1704,instagram,brand say,32,Cartoonish,High contrast,Soft/Diffused,Brand Founder/CEO,3,Mixed,Experience the power of instant results with our latest innovation.,Clichéd/Uninspired,Fear of Missing Out,Instant results,Download app,High - likely to provoke discussion/change - Promotes inclusivity,Purely Functional/None,Deliberately Stylized Realism,5,Poses a direct question,Shocking/Unexpected Event,Dialogue snippet,Yes - 'How to?',Urgency,Fast-paced/Rapid Cuts,Somewhat Effective/Predictable
https://tiktok.com/v538,pond's_official,Pond's,Beauty and Wellbeing,2024-01-28,Makro,True,650699,21075,instagram,other say,46,Minimalist,"Warm tones (reds, oranges)",Natural daylight,Influencer/KOL,3,Diverse family unit,Experience the power of instant results with our latest innovation.,Standard/Expected,Humor,Instant results,Follow social media,High - likely to provoke discussion/change - Focuses on sustainability,Surface-level/Fleeting,Fictional/Fantastical,3,Presents an intriguing visual,Problem Setup Scene,Dialogue snippet,Yes - 'Stop!',Empathy,Slow/Deliberate,Somewhat Effective/Predictable
https://tiktok.com/v539,sunlight_official,Sunlight,Home Care,2024-03-17,Makro,True,13271232,351462,instagram,brand say,22,Minimalist,"Cool tones (blues, greens)",Theatrical spotlights,Employee,1,Young adult female,Experience the power of instant results with our latest innovation.,Standard/Expected,Empathy,Instant results,Purchase now,None,Moderate & Engaging,Deliberately Stylized Realism,5,Presents an intriguing visual,Aspirational Lifestyle Scene,Direct Voiceover Question,Yes - 'How to?',Curiosity,Static Shot,Effective but Standard
https://tiktok.com/v540,super_pell_official,Super Pell,Home Care,2024-04-23,Makro,True,91459,1214,instagram,other say,20,Futuristic,Earthy neutrals,Colored gels,Professional Actor,1,Middle-aged professional male,Experience the power of eco-friendly production with our latest innovation.,Fresh Take on Familiar,Nostalgia,Eco-friendly production,General brand awareness,High - likely to provoke discussion/change - Promotes inclusivity,Purely Functional/None,Deliberately Stylized Realism,5,Poses a direct question,Intriguing/Abstract Visual,Intriguing Sound Effects,No,Calmness,Fast-paced/Rapid Cuts,Confusing/Ineffective
https://tiktok.com/v541,wipol_official,Wipol,Home Care,2024-02-24,Nano,True,119084,5868,instagram,brand say,40,Surreal,"Warm tones (reds, oranges)",Expressive shadows,Mixed,5+,Mixed,Experience the power of unbeatable price with our latest innovation.,Fresh Take on Familiar,Aspiration,Unbeatable price,Purchase now,High - likely to provoke discussion/change - Focuses on sustainability,Moderate & Engaging,Fictional/Fantastical,4,Presents an intriguing visual,Intriguing/Abstract Visual,Whispered confession,Yes - 'Stop!',Surprise,Gradual Reveal,Somewhat Effective/Predictable
https://tiktok.com/v542,rinso_official,Rinso,Home Care,2024-04-17,Mikro,True,4523106,101472,instagram,brand say,46,Gritty,Pastels,Low-key,Mixed,5+,Corporate professional,Experience the power of premium quality with our latest innovation.,Fresh Take on Familiar,Empowerment,Premium quality,Visit store,Low - incidental - Challenges gender norms,Purely Functional/None,Clearly Staged/Aspirational,5,Poses a direct question,Problem Setup Scene,Direct Voiceover Question,Yes - 'Wait...',Curiosity,Static Shot,Effective but Standard
https://tiktok.com/v543,super_pell_official,Super Pell,Home Care,2024-05-20,Nano,True,1004588,31424,instagram,brand say,29,Abstract,Bright and saturated,Theatrical spotlights,Brand Founder/CEO,1,Middle-aged professional male,Experience the power of unbeatable price with our latest innovation.,Highly Original/Unexpected,Excitement,Unbeatable price,None,None,Purely Functional/None,Fictional/Fantastical,5,Presents an intriguing visual,Problem Setup Scene,Dialogue snippet,Yes - 'Wait...',Curiosity,Slow/Deliberate,Effective but Standard
https://tiktok.com/v544,rinso_official,Rinso,Home Care,2024-06-12,Nano,True,541632,21980,instagram,other say,16,Gritty,"Warm tones (reds, oranges)",Bright/Overhead,Influencer/KOL,3,Corporate professional,Experience the power of enhanced connectivity with our latest innovation.,Highly Original/Unexpected,Fear of Missing Out,Enhanced connectivity,Sign up,None,Profound & Evocative,Deliberately Stylized Realism,3,Presents an intriguing visual,Problem Setup Scene,Sudden Silence followed by sound,Yes - 'How to?',Empathy,Fast-paced/Rapid Cuts,Effective but Standard
https://tiktok.com/v545,vanish_official,Vanish,Home Care,2024-05-03,Nano,False,243723,10648,instagram,other say,43,Abstract,Pastels,High-key,Animal,3,N/A,Experience the power of instant results with our latest innovation.,Clichéd/Uninspired,Humor,Instant results,Visit store,Low - incidental - Challenges gender norms,Profound & Evocative,Fictional/Fantastical,4,Displays a startling fact,Shocking/Unexpected Event,Intriguing Sound Effects,Yes - 'Stop!',Curiosity,Gradual Reveal,Highly Unique & Effective
https://tiktok.com/v546,rinso_official,Rinso,Home Care,2024-02-20,Makro,True,81648,2424,instagram,other say,20,Retro-futuristic,Neon Glow,Theatrical spotlights,Mixed,5+,Children,Experience the power of premium quality with our latest innovation.,Clichéd/Uninspired,Security,Premium quality,General brand awareness,None,Profound & Evocative,Perceived as Real,4,Poses a direct question,Shocking/Unexpected Event,Abrupt Music Start,No,Anticipation,Static Shot,Confusing/Ineffective
https://tiktok.com/v547,super_pell_official,Super Pell,Home Care,2024-05-15,Makro,True,461415,18259,instagram,brand say,37,Futuristic,Neon Glow,High-key,Mixed,1,Mixed,Experience the power of healthier lifestyle with our latest innovation.,Clichéd/Uninspired,Empathy,Healthier lifestyle,General brand awareness,Low - incidental - Focuses on sustainability,Moderate & Engaging,Highly Authentic/Raw,3,Poses a direct question,Aspirational Lifestyle Scene,Whispered confession,Yes - 'The Secret',Curiosity,Fast-paced/Rapid Cuts,Somewhat Effective/Predictable
https://tiktok.com/v548,rinso_official,Rinso,Home Care,2024-07-14,Nano,True,1104618,52472,instagram,other say,53,Documentary-style,"Cool tones (blues, greens)",Theatrical spotlights,Employee,1,Elderly couple,Experience the power of enhanced connectivity with our latest innovation.,Standard/Expected,Excitement,Enhanced connectivity,General brand awareness,Low - incidental - Challenges gender norms,Purely Functional/None,Fictional/Fantastical,3,Presents an intriguing visual,Text-heavy Introduction,Dialogue snippet,Yes - 'Wait...',Empathy,Slow/Deliberate,Effective but Standard
https://tiktok.com/v549,mama_lemon_official,Mama Lemon,Home Care,2024-06-27,Nano,False,419304,20653,instagram,brand say,36,Documentary-style,Pastels,Soft/Diffused,Mixed,5+,Young adult female,Experience the power of time-saving convenience with our latest innovation.,Standard/Expected,Security,Time-saving convenience,Share content,High - likely to provoke discussion/change - Focuses on sustainability,Moderate & Engaging,Highly Authentic/Raw,5,Displays a startling fact,Facial Close-up of Talent,Sudden Silence followed by sound,No,Calmness,Gradual Reveal,Effective but Standard
https://tiktok.com/v550,vanish_official,Vanish,Home Care,2024-02-18,Makro,False,5504032,169624,instagram,other say,59,Futuristic,Earthy neutrals,Colored gels,Animal,1,N/A,Experience the power of time-saving convenience with our latest innovation.,Standard/Expected,Joy,Time-saving convenience,Follow social media,Low - incidental - Challenges gender norms,Surface-level/Fleeting,Perceived as Real,3,Displays a startling fact,Problem Setup Scene,Whispered confession,Yes - 'The Secret',Confusion,Fast-paced/Rapid Cuts,Confusing/Ineffective
https://tiktok.com/v551,pond's_official,Pond's,Beauty and Wellbeing,2024-06-26,Nano,True,738946,31008,instagram,other say,37,Cinematic,"Cool tones (blues, greens)",Natural daylight,Real Customer/User,1,Diverse family unit,Experience the power of unbeatable price with our latest innovation.,Clichéd/Uninspired,Humor,Unbeatable price,Learn more,None,Profound & Evocative,Deliberately Stylized Realism,3,Presents an intriguing visual,Text-heavy Introduction,Upbeat Jingle,No,Confusion,Gradual Reveal,Effective but Standard
https://tiktok.com/v552,so_klin_official,So Klin,Home Care,2024-03-19,Makro,False,256644,4203,instagram,brand say,46,Futuristic,Neon Glow,Soft/Diffused,None,0,N/A,Experience the power of unbeatable price with our latest innovation.,Standard/Expected,Security,Unbeatable price,Follow social media,Moderate - raises awareness - Challenges gender norms,Purely Functional/None,Highly Authentic/Raw,3,Displays a startling fact,Text-heavy Introduction,Abrupt Music Start,Yes - 'Wait...',Anticipation,Slow/Deliberate,Somewhat Effective/Predictable
https://tiktok.com/v553,scarlett_official,Scarlett,Beauty and Wellbeing,2024-03-18,Nano,False,108540,3713,instagram,other say,18,Documentary-style,Earthy neutrals,Theatrical spotlights,Animal,2,N/A,Experience the power of unbeatable price with our latest innovation.,Highly Original/Unexpected,Aspiration,Unbeatable price,Follow social media,High - likely to provoke discussion/change - Focuses on sustainability,Moderate & Engaging,Fictional/Fantastical,4,Introduces a relatable problem,Text-heavy Introduction,Intriguing Sound Effects,No,Empathy,Static Shot,Highly Unique & Effective
https://tiktok.com/v554,vaseline_official,Vaseline,Beauty and Wellbeing,2024-03-22,Mega,True,193353,4992,instagram,other say,47,Cinematic,Bright and saturated,Theatrical spotlights,Animated/CGI Character,1,Diverse family unit,Experience the power of instant results with our latest innovation.,Standard/Expected,Aspiration,Instant results,Learn more,High - likely to provoke discussion/change - Focuses on sustainability,Purely Functional/None,Fictional/Fantastical,3,Displays a startling fact,Aspirational Lifestyle Scene,Intriguing Sound Effects,Yes - 'Wait...',Calmness,Slow/Deliberate,Confusing/Ineffective
https://tiktok.com/v555,pantene_official,Pantene,Beauty and Wellbeing,2024-05-19,Makro,False,2013663,98891,instagram,other say,59,Cinematic,Neon Glow,Dramatic/High contrast,Professional Actor,1,Children,Experience the power of instant results with our latest innovation.,Fresh Take on Familiar,Fear of Missing Out,Instant results,Visit store,High - likely to provoke discussion/change - Focuses on sustainability,Moderate & Engaging,Deliberately Stylized Realism,4,Poses a direct question,Problem Setup Scene,Dialogue snippet,Yes - 'Wait...',Anticipation,Fast-paced/Rapid Cuts,Highly Unique & Effective
https://tiktok.com/v556,sunsilk_official,Sunsilk,Beauty and Wellbeing,2024-05-13,Mikro,True,1552110,24337,instagram,other say,42,Retro-futuristic,Muted Vintage,Expressive shadows,Narrator Only (unseen),0,N/A,Experience the power of enhanced connectivity with our latest innovation.,Standard/Expected,Excitement,Enhanced connectivity,Share content,Moderate - raises awareness - Challenges gender norms,Purely Functional/None,Highly Authentic/Raw,5,Presents an intriguing visual,Aspirational Lifestyle Scene,Intriguing Sound Effects,No,Surprise,Static Shot,Highly Unique & Effective
https://tiktok.com/v557,mama_lemon_official,Mama Lemon,Home Care,2024-04-25,Mega,False,462161,13283,instagram,other say,38,Avant-garde,Monochromatic,High-key,Influencer/KOL,1,Children,Experience the power of long-lasting moisture with our latest innovation.,Highly Original/Unexpected,Aspiration,Long-lasting moisture,Share content,Low - incidental - Challenges gender norms,Profound & Evocative,Highly Authentic/Raw,5,Displays a startling fact,Intriguing/Abstract Visual,Sudden Silence followed by sound,Yes - 'How to?',Surprise,Static Shot,Confusing/Ineffective
https://tiktok.com/v558,sunlight_official,Sunlight,Home Care,2024-06-25,Mega,True,825559,30358,instagram,brand say,20,Abstract,High contrast,Soft/Diffused,Brand Founder/CEO,5+,Children,Experience the power of time-saving convenience with our latest innovation.,Fresh Take on Familiar,Empathy,Time-saving convenience,Visit store,Low - incidental - Focuses on sustainability,Surface-level/Fleeting,Clearly Staged/Aspirational,4,Presents an intriguing visual,Shocking/Unexpected Event,Direct Voiceover Question,No,Confusion,Gradual Reveal,Effective but Standard
https://tiktok.com/v559,downy_official,Downy,Home Care,2024-03-03,Makro,False,258590,4437,instagram,brand say,21,Abstract,Muted Vintage,Low-key,Narrator Only (unseen),0,N/A,Experience the power of long-lasting moisture with our latest innovation.,Highly Original/Unexpected,Empowerment,Long-lasting moisture,General brand awareness,High - likely to provoke discussion/change - Challenges gender norms,Profound & Evocative,Fictional/Fantastical,3,Introduces a relatable problem,Direct Product Close-up,Upbeat Jingle,No,Confusion,Fast-paced/Rapid Cuts,Effective but Standard
https://tiktok.com/v560,downy_official,Downy,Home Care,2024-06-27,Mega,False,288519,13581,instagram,brand say,31,Futuristic,High contrast,Theatrical spotlights,Brand Founder/CEO,1,Gen Z explorer,Experience the power of unbeatable price with our latest innovation.,Highly Original/Unexpected,Security,Unbeatable price,General brand awareness,Low - incidental - Promotes inclusivity,Purely Functional/None,Fictional/Fantastical,4,Showcases a desired outcome,Shocking/Unexpected Event,Whispered confession,Yes - 'The Secret',Calmness,Fast-paced/Rapid Cuts,Highly Unique & Effective
https://tiktok.com/v561,scarlett_official,Scarlett,Beauty and Wellbeing,2024-01-27,Mikro,False,68780,2644,instagram,other say,45,Abstract,Pastels,Soft/Diffused,Influencer/KOL,5+,Corporate professional,Experience the power of long-lasting moisture with our latest innovation.,Fresh Take on Familiar,Security,Long-lasting moisture,Follow social media,None,Purely Functional/None,Perceived as Real,4,Presents an intriguing visual,Direct Product Close-up,Upbeat Jingle,Yes - 'Limited Offer',Curiosity,Slow/Deliberate,Effective but Standard
https://tiktok.com/v562,wipol_official,Wipol,Home Care,2024-01-21,Mikro,True,153419,3861,instagram,brand say,22,Avant-garde,"Warm tones (reds, oranges)",Colored gels,Real Customer/User,3,Mixed,Experience the power of eco-friendly production with our latest innovation.,Clichéd/Uninspired,Excitement,Eco-friendly production,General brand awareness,Moderate - raises awareness - Challenges gender norms,Surface-level/Fleeting,Clearly Staged/Aspirational,5,Displays a startling fact,Shocking/Unexpected Event,Abrupt Music Start,Yes - 'Wait...',Urgency,Static Shot,Confusing/Ineffective
https://tiktok.com/v563,pantene_official,Pantene,Beauty and Wellbeing,2024-05-20,Nano,False,2563470,110437,instagram,other say,54,Avant-garde,"Warm tones (reds, oranges)",High-key,Narrator Only (unseen),0,N/A,Experience the power of eco-friendly production with our latest innovation.,Clichéd/Uninspired,Fear of Missing Out,Eco-friendly production,Purchase now,None,Surface-level/Fleeting,Perceived as Real,3,Presents an intriguing visual,Aspirational Lifestyle Scene,Sudden Silence followed by sound,No,Surprise,Gradual Reveal,Somewhat Effective/Predictable
https://tiktok.com/v564,so_klin_official,So Klin,Home Care,2024-01-31,Makro,False,744028,10514,instagram,other say,53,Documentary-style,"Cool tones (blues, greens)",Bright/Overhead,None,0,N/A,Experience the power of time-saving convenience with our latest innovation.,Highly Original/Unexpected,Empathy,Time-saving convenience,General brand awareness,Moderate - raises awareness - Promotes inclusivity,Purely Functional/None,Clearly Staged/Aspirational,3,Introduces a relatable problem,Direct Product Close-up,Whispered confession,Yes - 'Stop!',Empathy,Gradual Reveal,Effective but Standard
https://tiktok.com/v565,so_klin_official,So Klin,Home Care,2024-06-23,Makro,False,322149,4141,instagram,other say,52,Documentary-style,Earthy neutrals,High-key,Brand Founder/CEO,2,Gen Z explorer,Experience the power of long-lasting moisture with our latest innovation.,Fresh Take on Familiar,Aspiration,Long-lasting moisture,None,None,Purely Functional/None,Deliberately Stylized Realism,5,Presents an intriguing visual,Text-heavy Introduction,Intriguing Sound Effects,Yes - 'The Secret',Confusion,Gradual Reveal,Highly Unique & Effective
https://tiktok.com/v566,so_klin_official,So Klin,Home Care,2024-05-25,Mega,False,1250120,25723,instagram,other say,26,Retro-futuristic,Muted Vintage,Soft/Diffused,Narrator Only (unseen),0,N/A,Experience the power of long-lasting moisture with our latest innovation.,Fresh Take on Familiar,Security,Long-lasting moisture,Download app,Moderate - raises awareness - Focuses on sustainability,Moderate & Engaging,Deliberately Stylized Realism,3,Displays a startling fact,Intriguing/Abstract Visual,Whispered confession,Yes - 'Stop!',Curiosity,Slow/Deliberate,Confusing/Ineffective
https://tiktok.com/v567,downy_official,Downy,Home Care,2024-07-12,Nano,False,1169196,33835,instagram,other say,43,Abstract,High contrast,High-key,Professional Actor,5+,Middle-aged professional male,Experience the power of long-lasting moisture with our latest innovation.,Fresh Take on Familiar,Joy,Long-lasting moisture,Sign up,High - likely to provoke discussion/change - Challenges gender norms,Profound & Evocative,Deliberately Stylized Realism,3,Displays a startling fact,Aspirational Lifestyle Scene,Direct Voiceover Question,No,Surprise,Slow/Deliberate,Somewhat Effective/Predictable
https://tiktok.com/v568,make_over_official,Make Over,Beauty and Wellbeing,2024-07-19,Makro,False,160243,1889,instagram,brand say,18,Cinematic,Muted Vintage,Bright/Overhead,Real Customer/User,2,Children,Experience the power of long-lasting moisture with our latest innovation.,Highly Original/Unexpected,Empowerment,Long-lasting moisture,Share content,None,Surface-level/Fleeting,Clearly Staged/Aspirational,3,Poses a direct question,Facial Close-up of Talent,Dialogue snippet,No,Empathy,Fast-paced/Rapid Cuts,Confusing/Ineffective
https://tiktok.com/v569,sunlight_official,Sunlight,Home Care,2024-06-09,Mikro,True,1201208,34941,instagram,other say,28,Retro-futuristic,"Warm tones (reds, oranges)",High-key,Mixed,5+,Young adult female,Experience the power of unbeatable price with our latest innovation.,Fresh Take on Familiar,Trust,Unbeatable price,General brand awareness,Low - incidental - Promotes inclusivity,Moderate & Engaging,Clearly Staged/Aspirational,3,Showcases a desired outcome,Facial Close-up of Talent,Dialogue snippet,Yes - 'How to?',Confusion,Fast-paced/Rapid Cuts,Highly Unique & Effective
https://tiktok.com/v570,mama_lemon_official,Mama Lemon,Home Care,2024-02-18,Mega,False,989356,20124,instagram,brand say,34,Abstract,"Warm tones (reds, oranges)",Expressive shadows,Professional Actor,5+,Mixed,Experience the power of time-saving convenience with our latest innovation.,Fresh Take on Familiar,Joy,Time-saving convenience,General brand awareness,None,Profound & Evocative,Clearly Staged/Aspirational,5,Introduces a relatable problem,Text-heavy Introduction,Sudden Silence followed by sound,Yes - 'How to?',Urgency,Gradual Reveal,Confusing/Ineffective
https://tiktok.com/v571,super_pell_official,Super Pell,Home Care,2024-03-02,Nano,True,258276,4614,instagram,other say,42,Documentary-style,Neon Glow,Expressive shadows,None,0,N/A,Experience the power of long-lasting moisture with our latest innovation.,Standard/Expected,Aspiration,Long-lasting moisture,Learn more,None,Moderate & Engaging,Deliberately Stylized Realism,4,Showcases a desired outcome,Text-heavy Introduction,Upbeat Jingle,Yes - 'Stop!',Confusion,Slow/Deliberate,Confusing/Ineffective
