link,account,brand,business_unit,date_post,talent_type,is_our_brand,views,engagements,channels,creator type,Visuals__Total Video Duration (Seconds),Visuals__Visual Aesthetic/Style,Visuals__Primary Color Palette,Visuals__Lighting Style,Talent__Main Talent Type,Talent__Number of Key Talent,Talent__Apparent Demographics (Primary),Messaging__Core Message/Overall Takeaway,Messaging__Message Originality/Uniqueness,Messaging__Primary Emotional Appeal,Messaging__Key Product/Service Benefit Highlighted,Messaging__Call to Action (CTA) Type,Meaningful & Different__Social or Cultural Impact Potential,Meaningful & Different__Emotional Depth,Meaningful & Different__Authenticity & Relatability,Hook__Analyzed Duration (Seconds),Hook__Primary Message/Question,Hook__Visual Strategy,Hook__Audio Strategy,Hook__On-Screen Text Presence,Hook__Emotional Tone Evoked,Hook__Pacing/Editing (First 3-5s),Hook__Uniqueness & Effectiveness (Overall),Audio__Primary Audio Composition,Audio__Music Presence,Audio__Music Genre/Style
https://www.tiktok.com/@tasbihhh/video/7600361701472505109,Dummy Value,Citra,Beauty Wellbeing,2026-01-28,Macro,True,159.0,2.0,Tiktok,Other Say,54.0,"Informative, demonstrative","Warm tones (yellow, orange, light skin), white, grey background",Dummy Value,Micro KOL,1,Dummy Value,"The video promotes Citra UV Body Serum Cooling Sunscreen as a solution for active individuals who want to stay fresh, fragrant, protected from sun and pollution, and achieve glowing skin all day long, highlighting its cooling effect and affordability.",Dummy Value,"Confidence, comfort, freshness, value for money","Cooling sensation, long-lasting fragrance (up to 10 hours), Advanced Sun Protection SPF 30 PA++, skin brightening with Bio-AHA, protection from UVA, UVB, and pollution.",Can buy at 'toko Oren' (orange shop/e-commerce) and nearest minimarket.,No,Surface,Authentic,3,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@radit157_/video/7600362539565862164,Dummy Value,Tresemme,Beauty Wellbeing,2026-01-28,Micro,True,120.0,18.0,Tiktok,Other Say,15.0,"Casual, User-Generated","Warm tones (pink, natural skin, white, grey)",Dummy Value,Micro KOL,1,Dummy Value,"The video features a woman expressing happiness that her damaged hair has been cured by Tresemme, highlighting the product's effectiveness for hair repair.",Dummy Value,"Relief, Confidence, Satisfaction","Hair repair, treatment for damaged hair",,No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.tiktok.com/@anesperes_official/video/7600390961839050005,Dummy Value,Lifebuoy,Beauty Wellbeing,2026-01-28,Macro,True,152.0,3110.0,Tiktok,Other Say,52.0,"Vibrant, Commercial","Bright and varied, with red, blue, and green accents",Dummy Value,"Micro KOL (main talent), Actor",1,Dummy Value,"The video explains that dandruff is caused by germs, not just environmental factors, and introduces Lifebuoy Anti-Dandruff Shampoo as a solution that not only cleanses but also kills dandruff-causing germs and strengthens the scalp's protection.",Dummy Value,"Confidence, relief","Eliminates dandruff-causing germs and prevents recurrence, strengthens scalp protection",Buy at Indomaret or Alfamart,No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music and dialogue,Minimal,Dummy Value
https://www.facebook.com/reel/2906597342870005/,Dummy Value,Nivea - Women,Personal Care,2026-01-28,Mega,False,42.0,3.0,Facebook,Brand Say,58.0,Vibrant,"Blue, White, Pink",Dummy Value,Actor,,Dummy Value,"NIVEA is running a dance challenge called '#JogetinJingle' to promote its Deo Sachet products. Participants need to record themselves dancing to the jingle while holding the product to win prizes, with 5 winners chosen monthly.",Dummy Value,"Happiness, fun, excitement for winning prizes, confidence from fresh underarms.","Underarm freshness and long-lasting fragrance, affordability (Rp 2000).","Follow NIVEA's Instagram, record a video dancing to the jingle with the product, upload it with specific hashtags, and participate in the challenge to win prizes.",No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,Minimal,Dummy Value
https://www.tiktok.com/@sahabatmarina/video/7600261080744480021,Dummy Value,Marina,Beauty Wellbeing,2026-01-28,Mega,False,2674.0,28.0,Tiktok,Brand Say,17.0,"Clean, product-focused","Bright, white background with product-specific colors (yellow, pink, purple, orange, green)",Dummy Value,,,Dummy Value,"The advertisement showcases the range of Marina Natural Hand & Body Lotions and a Body Serum, emphasizing the variety of moisturizing benefits for daily use.",Dummy Value,,"Moisturized skin, 24H advanced moisturizing, antioxidant properties, specific ingredient benefits (e.g., nourishing, protecting, smoothing, glowing, rich moisturizing).",,No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.tiktok.com/@nenghartyy/video/7600299325373172999,Dummy Value,L'oreal,Beauty Wellbeing,2026-01-28,Nano,False,112.0,7.0,Tiktok,Other Say,34.0,"Direct, personal","Warm tones, black, white",Dummy Value,Micro KOL,1,Dummy Value,A woman applies lipstick while lip-syncing to a cheerful song. The video highlights the lipstick's color and its effect on her appearance.,Dummy Value,"Confidence, attractiveness","Lipstick color/shade, enhancing appearance",,No,Surface,Authentic,3,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.facebook.com/reel/1356357279868749/,Dummy Value,Pantene,Beauty Wellbeing,2026-01-28,Mega,False,66.0,0.0,Facebook,Brand Say,14.0,Modern with vintage (VHS-style) filter,"Warm tones (yellow, gold, beige)",Dummy Value,KOL,2,Dummy Value,"Pantene ambassadors introduce the new Pantene Miracles Intensive Bond Repair Mask, emphasizing its ability to repair hair damaged by heat and its unique 'melting pearls' ingredient.",Dummy Value,"Confidence, self-care","Repair for heat-damaged hair, contains Pro-V Melting Pearls.",,No,Surface,Somewhat staged,3,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@floerlilie/video/7600407577234623762,Dummy Value,Vaseline,Beauty Wellbeing,2026-01-28,Mega,True,37200.0,1242.0,Tiktok,Other Say,89.0,"Vibrant, Personal, Informative","Warm tones, Pinks, Teals",Dummy Value,Micro KOL,1,Dummy Value,"The video showcases a personal experience of skin dullness after a trip to Bangkok and presents Vaseline Smoothing Protector Body Serum as an effective, multi-functional solution to brighten, smooth, and moisturize the skin, promoting it as a beauty clinic-grade product.",Dummy Value,"Confidence, Relief, Convenience","Brightens skin, smoothens texture, moisturizes, gentle exfoliation, suitable for all skin areas.","Yes, to check out the product on the 'orange store' (Shopee) for discounts and vouchers during a specific period.",No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.facebook.com/reel/2906597342870005,Dummy Value,Nivea - Women,Personal Care,2026-01-28,Mega,False,867.0,3.0,Facebook,Brand Say,59.0,"Bright, cheerful, modern","Blue, white, pink",Dummy Value,Actors/Models,,Dummy Value,"The video promotes a dance challenge for NIVEA Deo Sachet products, encouraging users to record themselves dancing to the jingle while using the product for a chance to win prizes. It highlights the product's long-lasting fragrance and affordability.",Dummy Value,"Happiness, confidence, fun","Long-lasting fragrance, affordability","Follow, Record, Upload, Participate",No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music with singing/jingle,Minimal,Dummy Value
https://www.tiktok.com/@nivea_id/video/7600320472475110664,Dummy Value,Nivea,Beauty Wellbeing,2026-01-28,Mega,False,1300000.0,1169.0,Tiktok,Brand Say,58.0,Vibrant,"Blue, Pink, White, Black",Dummy Value,Actor,3,Dummy Value,"The video advertises a NIVEA Deo Sachet dance challenge, encouraging viewers to record themselves dancing and singing to the jingle while holding the product for a chance to win prizes. It highlights the product's effectiveness for all-day freshness.",Dummy Value,"Happiness, Excitement, Fun","Long-lasting freshness and fragrance, affordability.","Follow account, record and upload video with specific hashtags to participate in the contest.",No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music with singing,Minimal,Dummy Value
https://www.facebook.com/reel/1441933627515363/,Dummy Value,Gal,Beauty Wellbeing,2026-01-28,Mega,True,54.0,1.0,Facebook,Brand Say,7.0,"Bright, clean","White, pink, yellow, orange",Dummy Value,Actor,1,Dummy Value,"The ad promotes Glow & Lovely Sunscreen UV Duo for protecting skin during vacation, encouraging viewers to try it now.",Dummy Value,"Security, confidence",Skin protection from UV during vacation,Try now!,No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@gallerycantikkk/video/7600339716621290770,Dummy Value,Glad2glow,Beauty Wellbeing,2026-01-28,Micro,False,171.0,2.0,Tiktok,Other Say,28.0,"Product-focused, Informational","Pink, Light Green, Grey, White",Dummy Value,Micro KOL,1,Dummy Value,"The video promotes a Glad2Glow body serum and essence toner set, highlighting a 'buy 1 get 2' offer. It emphasizes the products' ability to brighten and smooth skin, specifically mentioning dark areas like elbows and knees, and exfoliating properties.",Dummy Value,"Value for money, desire for improved skin appearance, confidence.","Brightening and smoothing skin, exfoliation for dark areas like elbows and knees, good value for money.","Implicit, 'Those who want it, just check the yellow basket' (referring to an e-commerce shopping cart).",No,Surface,Authentic,3,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@matrix/video/7600441375829560589,Dummy Value,L'oreal,Beauty Wellbeing,2026-01-28,Mega,False,1285.0,48.0,Tiktok,Brand Say,75.0,"Conversational, 'Get Ready With Me' (GRWM) vlog style","Muted tones (greys, pinks, light colors)",Dummy Value,Micro KOL,1,Dummy Value,"The video humorously depicts a chaotic morning routine where everything goes wrong except for the hair, thanks to Matrix InstaCure Build-A-Bond Oil which protects hair from breakage and leaves it shiny without greasiness.",Dummy Value,"Relief, confidence","Up to 81% less breakage, clean shine, no greasy feel, bond strengthening",,No,Surface,Somewhat staged,3,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Yes,Dummy Value
https://www.tiktok.com/@moodtiaraaaaa/video/7600381902893141256,Dummy Value,L'oreal,Beauty Wellbeing,2026-01-28,Micro,False,234.0,26.0,Tiktok,Other Say,20.0,"Bright, clean, personal, instructional",Warm tones,Dummy Value,Micro KOL,1,Dummy Value,"The video encourages a night hair care routine using Kérastase Elixir Ultime to achieve silky, shiny, frizz-free hair by morning, emphasizing protection and softness.",Dummy Value,"Confidence, self-care, beauty, convenience","Silky, shiny hair, anti-frizz, heat protection, softer hair",,No,Surface,Authentic,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.facebook.com/reel/2906597342870005/,Dummy Value,Nivea,Beauty Wellbeing,2026-01-28,Mega,False,37.0,3.0,Facebook,Brand Say,58.0,Vibrant,"Blue, White, Pink",Dummy Value,Actor,,Dummy Value,"NIVEA is running a dance challenge called '#JogetinJingle' to promote its Deo Sachet products. Participants need to record themselves dancing to the jingle while holding the product to win prizes, with 5 winners chosen monthly.",Dummy Value,"Happiness, fun, excitement for winning prizes, confidence from fresh underarms.","Underarm freshness and long-lasting fragrance, affordability (Rp 2000).","Follow NIVEA's Instagram, record a video dancing to the jingle with the product, upload it with specific hashtags, and participate in the challenge to win prizes.",No,Surface,Somewhat staged,3,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,Minimal,Dummy Value
https://www.facebook.com/reel/1441933627515363,Dummy Value,Gal,Beauty Wellbeing,2026-01-28,Mega,True,276.0,1.0,Facebook,Brand Say,6.0,"Clean, bright, product-focused","White, pink, yellow, orange",Dummy Value,Micro KOL,1,Dummy Value,"The ad promotes Glow & Lovely sunscreen for skin protection during vacation, showcasing two SPF options and encouraging immediate trial.",Dummy Value,"Protection, care, confidence","UV protection (SPF 35 and 50), suitable for vacations/outdoor activities",Try now!,No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@katanyakezia/video/7600274845447834901,Dummy Value,Garnier Women,Beauty Wellbeing,2026-01-28,Macro,False,50200.0,96.0,Tiktok,Other Say,92.0,"Casual, engaging, influencer-style","Bright, pastel (pink, white, light blue, yellow from products, purple chairs, green wall)",Dummy Value,Micro KOL,1,Dummy Value,"An influencer visits the Garnier office to negotiate a special discount for her followers on Garnier Micellar Water, specifically highlighting the new 700ml maxi format.",Dummy Value,"Excitement for a good deal, sense of exclusivity for followers.",Large size (700ml) and special discount,Join live TikTok to get the special discount.,No,Surface,Somewhat staged,3,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with upbeat background music,Minimal,Dummy Value
https://www.tiktok.com/@dyanamaliah/video/7600282245374545159,Dummy Value,Glad2glow,Beauty Wellbeing,2026-01-28,Micro,False,163.0,6.0,Tiktok,Other Say,26.0,Skincare demonstration,"Cool tones, purple, black, blue",Dummy Value,Micro KOL,1,Dummy Value,"The video demonstrates the application of a ceramide blueberry moisturizer to improve and repair the skin barrier, highlighting its moisturizing benefits.",Dummy Value,Desire for healthy skin,"Skin barrier repair, moisturizing",,No,Surface,Authentic,5,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.facebook.com/reel/1074056231530406,Dummy Value,Makarizo,Beauty Wellbeing,2026-01-28,Macro,False,769.0,2.0,Facebook,Other Say,31.0,"Informative, bright, energetic","Vibrant, natural tones from ingredients",Dummy Value,Presenter/Influencer,1,Dummy Value,"The video showcases different variants of Makarizo Hair Energy Hair Scentsations, describing the scent profile of each product using a playful 'baby language' tone and visual ingredient representations.",Dummy Value,"Delight, freshness, choice","Variety of appealing fragrances for hair, unique scent combinations.","Yes, 'Komen ya... Mana yang jadi FAVORITE kamu?' (Comment... Which one is your FAVORITE?)",,,,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@nivea_id/video/7600320472475110664,Dummy Value,Nivea - Women,Personal Care,2026-01-28,Mega,False,1300000.0,1169.0,Tiktok,Brand Say,58.0,Vibrant,"Blue, Pink, White, Black",Dummy Value,Actor,3,Dummy Value,"The video advertises a NIVEA Deo Sachet dance challenge, encouraging viewers to record themselves dancing and singing to the jingle while holding the product for a chance to win prizes. It highlights the product's effectiveness for all-day freshness.",Dummy Value,"Happiness, Excitement, Fun","Long-lasting freshness and fragrance, affordability.","Follow account, record and upload video with specific hashtags to participate in the contest.",No,Surface,Somewhat staged,3,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music with singing,Minimal,Dummy Value
https://www.facebook.com/reel/1419250653267707,Dummy Value,Tresemme,Beauty Wellbeing,2026-01-28,Mega,True,576.0,17.0,Facebook,Brand Say,15.0,"Clean, Bright, Demonstrative","Monochromatic (white, black) with pops of red and natural skin tones.",Dummy Value,KOL/Model,1,Dummy Value,"The video showcases TRESemmé Keratin Smooth Hair Mask as a quick and fun way to achieve salon-like smooth and shiny hair, encouraging viewers to incorporate hair care into their routine for beautiful results.",Dummy Value,"Confidence, Self-care, Satisfaction","Reset damaged hair, salon-like keratin smooth in 5 minutes, salon-smooth shine.",Available now at TRESemmé offline & online stores!,No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.tiktok.com/@pidyaya14/video/7600336580523478279,Dummy Value,Makarizo,Beauty Wellbeing,2026-01-28,Nano,False,3744.0,278.0,Tiktok,Other Say,43.0,Informative,"Natural, Warm tones",Dummy Value,Micro KOL,1,Dummy Value,"The video demonstrates how Makario Honey Dew Nutriv Serum transforms dry, frizzy hair into smooth, shiny, and non-sticky hair, also highlighting its use as a heat protectant. The creator expresses satisfaction and intent to repurchase.",Dummy Value,"Relief, Confidence, Satisfaction","Nourishes dry, dull & split ends hair, Protects hair from sun's heat & styling tools, Moisturizes hair, Hair looks healthy & shiny, Hair becomes smooth, shiny, not sticky, Heat protector",,No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,No,Dummy Value
https://www.tiktok.com/@putri_princess21/video/7600116926139993362,Dummy Value,Sunsilk,Beauty Wellbeing,2026-01-28,Micro,True,110.0,4.0,Tiktok,Other Say,15.0,User-Generated,"Neutral background, warm skin tones, dark hair",Dummy Value,Micro KOL,1,Dummy Value,"A woman demonstrates the application of a hair serum or oil to her long hair, showcasing a hair care routine.",Dummy Value,,Implied hair care and improved hair appearance.,,No,,Authentic,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.tiktok.com/@cantik.skin/video/7600225697579142418,Dummy Value,Glad2glow,Beauty Wellbeing,2026-01-28,Micro,False,258.0,14.0,Tiktok,Other Say,34.0,Product showcase,"Pink, white, green",Dummy Value,Unidentified individual,,Dummy Value,"The video promotes Glad2Glow skincare products as affordable, safe, and effective for teenagers (from 12 years old) and pregnant/breastfeeding women, offering basic skincare like facial wash, serum, and moisturizer, plus a tone-up cream for brightening and moisturizing without a heavy feel.",Dummy Value,"Trust, confidence","Moisturizing, brightening, safe for young users/pregnant women, affordable",Join live now,No,Surface,Authentic,3,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@rizkinuro08/video/7600300415439195399,Dummy Value,Citra,Beauty Wellbeing,2026-01-28,Micro,True,133.0,5.0,Tiktok,Other Say,45.0,"Informative, demonstrative, bright","Bright, natural skin tones, white, gold, red",Dummy Value,Micro KOL,1,Dummy Value,"The video highlights Citra UV Body Serum SPF 30 PA++ as a cooling, protecting, and brightening solution for daily use, featuring long-lasting fragrance and a lightweight texture, available at an affordable price.",Dummy Value,"Comfort, confidence, satisfaction","Cooling sensation, sun protection (SPF 30 PA++), brightening (BIO-AHA), long-lasting fragrance, lightweight and non-sticky texture.","Try now, Buy at 'orange store'/Alfamart/Indomaret",No,Surface,Authentic,3,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@arinademayast/video/7600385867051502868,Dummy Value,Pantene,Beauty Wellbeing,2026-01-28,Macro,False,5821.0,363.0,Tiktok,Other Say,56.0,Vibrant,"Warm tones (yellow, orange, white, pink)",Dummy Value,Micro KOL,1,Dummy Value,"The video promotes Makarizo Texture Experience Creambath (Vanilla Milk) as a solution for hair that quickly loses its scent and is damaged despite extensive hair care routines. It highlights the product's ability to make hair soft, shiny, and fragrant all day, comparing its scent to an expensive body mist and showing its application.",Dummy Value,"Confidence, satisfaction","Long-lasting pleasant fragrance, repairs damaged/dry/frizzy/split-end hair, softens and shines hair, scalp care",,No,Surface,Authentic,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,On-screen talent speaking with music,Minimal,Dummy Value
https://www.tiktok.com/@asheladz/video/7600377402442665224,Dummy Value,Sunsilk,Beauty Wellbeing,2026-01-28,Mega,True,50300.0,5880.0,Tiktok,Other Say,129.0,Vibrant,"Yellow, pink, black, white",Dummy Value,Micro KOL,1,Dummy Value,"The video promotes Sunsilk hair products by showcasing a promotional offer where purchasing them can lead to collecting BABYMONSTER photocards and having a chance to win a hoodie or meet the group. It also highlights the products' benefits for hair, such as making hair silky and manageable.",Dummy Value,"Excitement, fandom, happiness, beauty/self-care","Silky and manageable hair, pleasant fragrance (hair perfume), hair treatment (creambath)","Visit Superindo to buy Sunsilk products, submit unique codes online.",No,Moderate,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music with on-screen talent speaking,Minimal,Dummy Value
https://www.facebook.com/reel/764585412835957,Dummy Value,Pantene,Beauty Wellbeing,2026-01-28,Mega,False,569.0,0.0,Facebook,Brand Say,15.0,"Bright, engaging, testimonial-focused","Warm tones (gold, beige, brown), blue accents, natural skin tones",Dummy Value,KOL,2,Dummy Value,"The ad features Pantene ambassadors praising the new Pantene Hair Mask, highlighting its pleasant scent and spa-like experience, and expressing excitement for the product.",Dummy Value,"Happiness, indulgence, satisfaction","Pleasant scent, spa-like experience at home, intensive repair",,No,Surface,Somewhat staged,3,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music with on-screen talent speaking,Yes,Dummy Value
https://www.tiktok.com/@cennisalon/video/7600255709787213064,Dummy Value,L'oreal,Beauty Wellbeing,2026-01-28,Nano,False,239.0,0.0,Tiktok,Other Say,12.0,"Clean, Showcase","Warm browns, light background",Dummy Value,Customer/Model,,Dummy Value,"The video showcases the results of a 'Smoothing Jepang' hair treatment, highlighting the smooth, straight, and shiny texture of the hair.",Dummy Value,"Desire for beautiful, manageable hair","Smoothness, straightness, shine, improved hair texture",,No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.facebook.com/reel/2906597342870005,Dummy Value,Nivea,Beauty Wellbeing,2026-01-28,Mega,False,806.0,3.0,Facebook,Brand Say,59.0,"Bright, cheerful, modern","Blue, white, pink",Dummy Value,Actors/Models,,Dummy Value,"The video promotes a dance challenge for NIVEA Deo Sachet products, encouraging users to record themselves dancing to the jingle while using the product for a chance to win prizes. It highlights the product's long-lasting fragrance and affordability.",Dummy Value,"Happiness, confidence, fun","Long-lasting fragrance, affordability","Follow, Record, Upload, Participate",No,Surface,Somewhat staged,3,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music with singing/jingle,Minimal,Dummy Value
https://www.tiktok.com/@ydhaismail/video/7600315454887841041,Dummy Value,Lab On Hair,Beauty Wellbeing,2026-01-28,Micro,False,6345.0,694.0,Tiktok,Other Say,19.0,"Casual, demonstrative","Warm tones (brown, green)",Dummy Value,Micro KOL,1,Dummy Value,"The video features a male influencer showcasing a hair ampoule as an alternative to Minoxidil, highlighting its complete ingredients and effectiveness in preventing baldness and promoting healthy, thick hair growth, as demonstrated on his own hair.",Dummy Value,"Confidence, self-esteem","Prevents baldness, promotes healthy and thick hair, stimulates baby hair growth.",,No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.tiktok.com/@rfbrab212/video/7600440210182196488,Dummy Value,Hanasui,Beauty Wellbeing,2026-01-28,Nano,False,128.0,18.0,Tiktok,Other Say,46.0,"Product-focused, informational, personal review style","Bright, warm tones (red, pink, green, orange, yellow)",Dummy Value,Micro KOL,1,Dummy Value,"The video promotes Hanasui Lightweight Pro Calming sunscreen, highlighting its benefits for sensitive skin, high SPF protection, natural finish, and current discount at Guardian, encouraging viewers with dull skin to try it.",Dummy Value,"Confidence, trust, relief","High SPF protection (50 PA++++), calming formula for sensitive skin, lightweight, fast absorption, no white cast, non-comedogenic, natural finish, protects from UV A/B, blue light, and pollution.",GANTI SUNSCREEN!! and ke Guardian terdekat,No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@kelayahairtreatment/video/7600311962307742983,Dummy Value,Kelaya,Beauty Wellbeing,2026-01-28,Mega,False,3275.0,7.0,Tiktok,Other Say,7.0,"Casual, direct-to-camera, product display","White, green, dark tones",Dummy Value,Micro KOL,1,Dummy Value,"The video uses a trending audio clip where a person, identified as Miya, is too busy with 'girl therapy' (implied to be using the shampoo products) to answer a call. On-screen text indicates someone is asking Miya to send them free shampoo, creating a playful and relatable scenario about product desirability.",Dummy Value,"Relatability, desire, humor","Self-care, hair treatment (implied by 'girl therapy' context)",,No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with minimal sound effects,Minimal,Dummy Value
https://www.tiktok.com/@titanachita/video/7600425817134353684,Dummy Value,Citra,Beauty Wellbeing,2026-01-28,Micro,True,119.0,8.0,Tiktok,Other Say,44.0,"Bright, Clean","Pink, White, Skin Tones",Dummy Value,Micro KOL,1,Dummy Value,"The video showcases Citra Bouncy Glow Juicy Bloom body lotion, highlighting its ability to keep skin fragrant for up to 10 hours, provide 50x brightening power with Bio-AHA, protect with double UV filters, and moisturize dry skin, all in a non-sticky texture. It also mentions the elegant fragrance profile and affordable price.",Dummy Value,"Confidence, Comfort","Long-lasting fragrance, skin brightening, hydration, UV protection, non-sticky texture",Go directly to the nearest Alfamart,No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,No,Dummy Value
https://www.facebook.com/reel/1400994834854435,Dummy Value,Gal,Beauty Wellbeing,2026-01-27,Mega,True,204.0,1.0,Facebook,Brand Say,39.0,Vibrant,"Bright, varied, with a dominant light blue sky background and accents of pink for text",Dummy Value,Micro KOL,4,Dummy Value,"The ad features four successful Indonesian women in various challenging careers (helicopter pilot, mining engineer, drifting athlete, rock climber), emphasizing that they use Glow & Lovely sunscreen to protect their skin from the sun, empowering viewers to pursue their dreams confidently.",Dummy Value,Empowerment,"Sun protection (SPF 50 PA+++ for skin against UV, sunspots, and dullness), enabling confidence to pursue challenging outdoor careers.","Yes, explicit text CTA '#GetReadyHadapiMatahari sekarang giliran kamu!' (Get ready to face the sun, now it's your turn!) and implied product purchase.","Yes, promotes women empowerment by showcasing females in diverse and often challenging, non-traditional professions.",Moderate,Authentic,5,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.facebook.com/reel/1400994834854435/,Dummy Value,Gal,Beauty Wellbeing,2026-01-27,Mega,True,34.0,1.0,Facebook,Brand Say,39.0,"Uplifting, aspirational","Bright, light blue, red, yellow",Dummy Value,KOL,4,Dummy Value,"The ad showcases four successful Indonesian women in demanding professions who use Glow & Lovely sunscreen to protect their skin, empowering them to confidently pursue their goals and face daily challenges under the sun.",Dummy Value,"Empowerment, confidence, aspiration, overcoming challenges","Sun protection (98% UV protection, prevents skin darkening/tanning, maintains bright skin)","Yes, '#GetReadyHadapiMatahari sekarang giliran kamu!' (Get ready to face the sun, now it's your turn!)","Yes, promotes women in STEM and non-traditional professional roles, encouraging ambition and breaking stereotypes.",Moderate,Authentic,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music with voiceover,Minimal,Dummy Value
